"code","iso","country","NSR.raw.1961","NSR.raw.1962","NSR.raw.1963","NSR.raw.1964","NSR.raw.1965","NSR.raw.1966","NSR.raw.1967","NSR.raw.1968","NSR.raw.1969","NSR.raw.1970","NSR.raw.1971","NSR.raw.1972","NSR.raw.1973","NSR.raw.1974","NSR.raw.1975","NSR.raw.1976","NSR.raw.1977","NSR.raw.1978","NSR.raw.1979","NSR.raw.1980","NSR.raw.1981","NSR.raw.1982","NSR.raw.1983","NSR.raw.1984","NSR.raw.1985","NSR.raw.1986","NSR.raw.1987","NSR.raw.1988","NSR.raw.1989","NSR.raw.1990","NSR.raw.1991","NSR.raw.1992","NSR.raw.1993","NSR.raw.1994","NSR.raw.1995","NSR.raw.1996","NSR.raw.1997","NSR.raw.1998","NSR.raw.1999","NSR.raw.2000","NSR.raw.2001","NSR.raw.2002","NSR.raw.2003","NSR.raw.2004","NSR.raw.2005","NSR.raw.2006","NSR.raw.2007","NSR.raw.2008","NSR.raw.2009","NSR.raw.2010","NSR.raw.2011"
188,"CRI","Costa Rica",3494.05453368953,3984.42707691883,7366.1841039267,7916.64880909764,4002.3134163885,5683.53707208196,5498.12830409554,9183.99046763895,12015.8255450362,11552.685424802,9269.78074265819,9019.90459169462,10708.8787927112,10901.8197726813,9438.73655938016,8811.84048575128,11856.5121303367,11968.581122506,11442.8659818182,12807.6481214256,13028.9784987092,13851.952232019,14465.8592576415,13142.1466428247,12621.1859429805,12544.5003002374,14347.4093201374,15376.9902858837,16799.4890961285,13747.3021787912,15084.1097009679,15710.0470768066,15341.8285882369,16763.9581989346,16729.7911936259,21015.3301314936,23478.5985720879,24753.9116094025,18119.7922535334,16391.2570781203,13443.871883098,10941.7132082476,16457.4006287895,16087.9613894108,21533.9342204674,17933.8872903982,17165.719041589,17270.0195386977,17287.3491745612,14076.118425493,18735.705977824
384,"CIV","Cote d'Ivoire",471.948449407704,473.09473466695,457.890064534183,484.425294289762,510.060730295207,452.576557984295,513.513977603248,429.377865690325,467.344539999873,510.072477310077,451.350542888351,567.529331497229,510.434414587923,495.307071418152,542.585807089666,602.149062014265,746.680433283969,704.122174413167,688.268341210624,673.136524417247,449.14720232396,496.233136311424,485.893433896671,454.894496571291,324.37528634348,393.401153784871,303.620403597189,366.555495638124,374.912243603067,440.550439650709,519.379907118443,567.090046568694,696.149330213995,800.26847253,807.501606679231,745.643765251894,1052.85945184409,769.931141877501,576.268531380045,513.129376476377,427.23169153445,375.688968338645,228.490312623906,641.769397436435,228.552211018126,217.548125572839,486.838753700948,338.332002517009,410.407846394409,463.164854560419,400.408912882168
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"CUB","Cuba",3896.53077138965,4650.46905852322,5793.56003412351,6985.76417705678,7807.55814940455,11359.7323955664,12437.4233912717,12582.4810402576,13342.2058848624,9195.93891214289,8334.03715966118,7447.36433361051,9107.77032560915,9280.68612456984,10370.1153341934,11669.4224765257,14340.9355898141,13778.3211072099,15856.193816509,15063.2684221704,18426.4549418113,15363.8541255164,14754.0811695726,15963.5144349801,15394.4169502245,17055.6254364458,16089.689772293,16171.7304111735,17775.6397466044,13748.0860443978,12056.0689267311,9631.19081531981,7926.57815189577,5523.32873469519,6993.72323335169,6313.52095528124,7424.26201196786,6952.55196467001,5469.2686404202,5288.05908576099,6874.05567821795,4490.10675001215,2535.99812986995,3205.58315132479,3038.58975273342,4621.01546513177,5053.84323231644,5578.02105204538,3085.7662650729,4413.82118436435,4934.73870247292
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",141.388151586737,170.786498863568,170.733317849953,179.549746109761,248.911005135535,256.967429870999,270.220271947047,327.713454198191,332.703110887168,388.040071364623,412.34480215785,401.590007051534,417.455706941211,424.407085602066,461.796956892138,493.410085013642,470.390016461301,497.929001692546,472.175032787726,444.034180467691,423.319313616711,392.260210922737,409.741257942535,407.674411392023,419.48988432824,384.57607129718,432.79938222237,429.531033694909,482.61615609064,502.319234142033,499.953698970665,495.712936398186,550.75897417529,542.379378799192,511.232497399786,463.808597192632,433.994562704015,474.393628861057,446.966418665511,435.050807917231,445.45096361553,422.429727625812,446.657438314404,447.975623021686,445.267567804876,473.819913063444,498.585361563373,523.005491064457,497.612560876411,529.806086326857,520.653374446689
208,"DNK","Denmark",10091.5121235223,9720.82254827922,10060.6913973903,10111.0860453697,11681.9667514839,12971.8169455798,13409.3940160609,12876.3481445617,13989.0246312953,14799.9920010404,14520.8193726771,15327.219480834,17034.561848396,13286.7109946191,15662.2628516525,16096.0199311321,15349.809577163,15408.5444436623,15556.8124867628,15080.7318591472,14515.0221977516,13897.2992299991,16751.3475439246,12235.4807374207,12614.7928365899,12196.2747951991,12252.6406100823,11535.6836513922,11324.3557214013,9822.51936136345,9457.37388957592,10726.6231464577,10212.9118785774,10582.4535491961,8194.3229276123,7890.36409314461,7309.50248636868,6690.34367385049,6342.16138076619,6126.38773437987,6042.0553890672,4745.9542953349,7545.99694600078,5920.59306924332,6063.47522745724,7625.43606856233,7989.13270885043,7888.89250031227,5050.33722068584,6394.8801198963,6851.24529522551
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",3131.26468616587,2756.11529010901,2460.57214002641,2721.5147934619,3264.0629433609,3493.21656716078,3796.69591647323,3626.99043112446,3617.99992584586,3559.87821070798,4716.84762269269,6409.21348164877,5928.58855331774,6483.369572611,5071.72204738235,5009.07404510683,4845.99946970533,4326.08324478464,5269.5340340956,4344.91434747333,4476.81298170359,4183.74786672946,3612.35178842634,4289.29038592804,4360.41757992657,4396.8634654698,4306.20779898583,3658.9343752243,4776.89163252707,6772.24940248284,6884.99123942889,5749.75233323826,5770.53815693175,6775.41231218952,6710.43538806597,7107.86318172033,8049.64784049388,7255.34982255693,8457.82090453213,7652.50355172519,8380.14656064177,9504.19854129376,8087.14733883187,9063.86117385833,9093.2169899989,10751.8372308157,10279.1524442019,10052.7235063825,8912.75874783151,10460.1376181154,10219.7080605502
218,"ECU","Ecuador",1607.07008158569,1680.16963745091,1735.62015512434,1499.05528882116,1313.96711527768,1596.80946726934,2651.40621198764,3576.65542059759,2528.28330965271,2445.58223699947,1901.4762040356,2859.11468034247,3558.48463835178,3122.35629312392,2752.1711104529,4919.99147903411,5923.06435264991,5637.75561695226,5941.25549844735,5496.42185211854,4867.63763862196,4949.94411115047,6314.28867559291,5512.60310924889,4496.50205239532,2813.92920070445,2612.29262890888,2846.82994308969,3535.91457375895,3374.447959588,3465.19319130688,3218.11591309539,3406.91247509838,3239.37354574994,3665.59678998655,4028.75487786896,5385.46611555827,6344.8560353296,4600.72688508735,4849.45081657232,11221.2242243703,6985.73848786001,6574.39805858793,6593.57452974252,6026.46217135229,6948.24146293202,5918.7540060485,8184.14287984764,7317.20347195336,8321.08831507387,9555.79516522035
818,"EGY","Egypt",3098.97798530116,2379.41988510274,3262.41925150884,4348.853744425,5309.28244365072,3830.44147507125,3816.40559785747,4581.85754193823,5352.70286344895,5889.5444445941,5651.46708318312,6810.50561395335,6455.39736109032,6496.88353678779,7911.51785504921,8150.57150908698,9561.33384190542,9873.05623421693,9986.5486371507,11410.7346307476,12358.2871569069,13691.380427274,13192.6984537531,13049.0463033675,14019.3358336706,18101.9251952414,17341.6900543967,17101.1285636065,15171.1495661503,13489.5647617657,13433.6919373194,11933.1827277902,14167.9410210003,11392.3831929288,15668.5019948269,16130.533992915,13286.8497871065,15611.1211323437,13917.3641214764,15417.7219486919,16523.6686021265,15064.2705713724,25858.0283614496,20516.0968840229,20669.5578826895,12076.7212035187,13682.192612724,21084.052605188,14493.1053199706,19825.001355999,16921.0824519945
222,"SLV","El Salvador",2513.28452063007,2818.98251550027,4928.40317103804,5021.09350886598,3102.59572579492,5372.54101557578,5072.86213263923,5805.03761374138,5979.09715415626,6950.25220093823,8969.12171241697,9362.25161961,9460.25145387904,8253.52019995883,7761.1693808704,10318.26467082,9905.11807597603,9875.01856224305,5518.17034971024,5313.82191212777,8262.07800513636,5695.71829788219,7523.17734183708,4992.44661695118,7898.88918899821,6562.02514483916,8578.8575697962,8710.95292498219,7321.82122962395,6583.71453257759,6690.85109051156,5902.42297468913,6254.14252127634,5763.34047266987,5023.04393232556,7684.54102368389,8895.56064698735,7473.01334993627,7464.40614418229,6853.15811624086,6672.20299366856,5578.15167297461,5824.51804064948,7107.08561689656,10000.219755027,7740.29127811273,9970.66257405648,9985.17906347482,8809.03041867716,10284.3248627418,10948.6055407277
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",-340.74068856659,-329.953994136215,-327.124488283628,-339.20628353294,-346.669362826136,-341.198369319799,-345.670467853232,-321.272888547675,-363.854459052471,-375.598037915771,-386.525473419709,-346.158480404195,-230.875817549142,-219.659781599629,-153.59067693606,-350.011114482729,-286.787599476369,-185.416518742779,-283.513509661912,-444.138966803516,-348.143410249683,-355.088361311894,-496.95846248755,-404.562366955923,-299.868964088339,-311.553015187321,-433.112687450484,-396.69533152277,-190.040683596503,-205.133919338117,-234.300614931828,-106.443251787985,458.672847554652,665.810220152051,516.316559372383,491.376546724991,264.834067890968,813.243710481551,680.204793939623,711.542362355107,442.662825622532,840.871574589332,202.639453231663,567.173858928105,242.72120840482,296.99860637397,599.917576100112,645.933772776364,648.099081148334,815.216453576129,607.018598147833
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",3505.40938638663,5942.2527280958,6817.7406732627,9998.38870391395,8070.02916238617,7109.83738409011,7035.75505681132,7045.25368650722,7427.07633899727,7530.42740731855,10375.5379728934,13568.6689569304,12885.5844757081,16891.0585914605,13437.0476261505,16228.8335903587,16439.860493639,14901.0476381162,17139.6751633568,15020.1031026987,17372.1279097664,13790.5176117577,12282.0381473189,12703.400134265,6082.14706146568,8151.12842466506,8630.50994075563,8714.76069795787,10310.9200878165,8038.6587639556,7914.45126962273,6611.08798674578,6979.2147309635,6976.72300412023,7835.53897438505,7765.70272271558,7951.44601668378,8133.06227553925,6587.36411533355,3775.54899809344,5189.54689437069,8006.51244848696,4222.50040492192,6974.937530852,6242.03714501954,4591.45550517078,4662.25423500745,6264.53195922127,3901.65503303678,3844.43533044158,5085.1436858548
246,"FIN","Finland",8320.46798326135,9503.79265978882,10059.1107914558,10896.9315493673,10643.7377228318,10963.5405290283,10323.4442897876,10636.9601704738,13652.2580791696,13381.3431975661,13833.7242327779,13488.9859968728,15419.7178687926,15752.1057957196,12806.8834674041,9169.67543100043,12241.0957961013,12546.9864865477,12852.5439611396,13068.6137056092,13524.4997703052,13727.702248663,11621.6182798548,11454.5874652908,11221.8025474607,12011.072390812,14533.7037826506,12122.9988263714,11937.5833224443,9603.81831512565,9408.90859767812,11524.1255705235,9510.30189586063,9702.85846046953,8868.89802045154,7052.36582313716,6484.06183066096,7435.63152735199,6949.78204331764,4816.43050167133,5262.39905133594,5500.5160318412,5227.19489204178,6322.78480345624,6296.29265960764,5179.76985592712,6132.47730701797,7890.45579431198,5295.18718822968,9707.75909029802,5420.37703804711
250,"FRA","France",4811.56738495092,4497.47507996614,5114.06843264779,5337.89021540594,5001.10971708099,6207.31227342529,6238.5168772628,6793.41024539643,6863.40449526318,8418.6525949118,7962.69032568585,7876.76274182135,8960.04409083281,7950.54383491714,9736.99352019635,10705.2097816988,9931.86247391801,9918.36932344068,11008.0121249985,10345.9182313696,10910.5104247619,10508.4231381406,11907.2937740859,10043.1090620681,10643.13926502,12432.9412874414,11277.0392031418,11322.938614049,11526.181910469,10787.1479227937,10737.6515604621,8609.83875389477,10263.3639289548,11167.2718554355,11348.1267463048,10705.1604556592,10309.8925450942,9302.26423151428,10247.9092998019,9040.68640767857,10621.3314763993,7828.13602275142,10768.7866393372,8014.48017119171,8000.89657837799,8406.96782281307,9720.17496338028,6357.46947656896,4958.36009065386,6193.76409172798,5583.51708953252
254,"GUF","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",958.491476902564,971.924230245629,1058.39059013965,1092.06362136365,1107.95155152148,1090.88974469232,1102.71084836953,1076.6770922551,1139.30407838613,1161.04861327139,1148.42446562324,1245.81631150124,1173.42951010553,1226.4639602067,1530.83154580392,1600.7807662172,1303.59504541665,1258.1539559642,1192.47657890167,1069.23638428079,1505.75158627324,1042.18750553205,1213.07775911102,1223.38696269396,1336.15559441962,1650.94624879463,1502.09857989653,1222.46960332903,1379.01231813213,1262.74718472814,1332.21500576627,1360.34263969499,1452.16215497606,1323.97920639949,1151.6674671681,1291.92741902871,1532.69676970416,1442.47734256715,1465.91166043597,1468.96198175868,1446.20794169438,1623.23395621722,1373.11457244702,1619.38093761391,1507.57872833298,1633.73037139729,1706.79904243731,1659.36023443423,1532.39984276616,1316.63448945169,1246.88776451331
270,"GMB","Gambia",1143.57398052298,1092.78008086243,1276.00158567501,1277.27151476902,1461.37315958536,1662.83785466109,1649.55260347704,1645.02755034468,1595.8997473643,1545.58285214859,1658.07520614914,1605.26599964329,1759.63385265966,2181.42944316882,2139.33906613204,2308.50627281833,1962.95138111958,2338.60092757061,2559.15660392924,1527.67505616274,1635.02136876047,2115.2762293227,2114.52186644091,1664.51313566029,2233.51935616228,2723.80336701865,1644.45310175572,1157.26248618585,1602.9241459315,858.268811712601,850.146427647952,654.162525298622,823.05257395911,934.457900537599,926.332099164306,574.097900516862,841.362839483047,1776.35296955058,1117.93082334416,845.97817311308,738.155789178647,338.543179223281,733.646348166735,754.811564918655,825.156843064848,805.676154652441,860.834700073965,600.705884725853,813.322125008928,808.049807331103,1270.52237987399
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",11656.3000263328,12198.5408934637,12053.7905026523,12577.4443508021,14883.4035351358,15286.4776199217,14431.890690362,15033.5339264488,16722.2956090284,17402.2660095974,16913.2120472259,17679.4989930774,16676.4572747386,16842.8882454174,17536.3348854202,19287.4053952577,18545.8833242563,18202.7635821427,19620.0154555728,20003.1323878072,18157.3388251119,18279.6537166586,17864.5764116955,17168.576182278,17627.7616013514,17596.5225394182,18289.8530696462,18051.9344784776,16515.4159717299,12742.8341271089,12085.8275554496,11825.2529998963,11503.354322146,12797.8868749475,11704.5967574672,11359.5331917094,10500.9274180591,11206.216940287,11850.9203279318,11043.6825945423,9839.62628141289,11166.6665044862,12573.0339307182,9086.50932618807,10529.2550780613,9634.05302071292,11951.970621264,7844.55842124557,7591.76664542643,11042.3295509871,10977.6842046013
288,"GHA","Ghana",130.600168040827,164.210878985028,189.342364052885,167.277030255422,152.445698157593,3.61030372987477,59.7295085907156,113.588709620012,152.512304405724,141.648420369709,144.011984096009,236.153555805954,232.791435589521,210.69676695426,496.36629483433,571.378372992717,626.749062657838,671.23874166045,478.279227164074,454.441635611419,670.642314522761,661.323105954207,666.611136451191,277.039621018666,311.94363854282,323.305386897884,255.630580193612,255.410461319314,223.740840668485,351.64818801701,-95.4349325925134,-17.2955779265158,-250.428410860024,-222.38172835147,-255.715960322674,-173.396578452351,-73.6037015871248,-63.6789597876157,-91.106722804444,-55.8139314174721,111.160157298151,-103.763681130046,-38.1321599042028,-31.7220646406784,16.3524003487807,392.322679966668,289.209513990844,76.6065975907918,81.9151206696183,83.093205571734,337.006203457063
292,"GIB","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",2959.4786873817,3232.34122132055,4164.50307801215,4176.48682700843,4238.56810300234,4642.77394541101,5043.56809219514,6584.9015790231,6731.67378257026,6717.66638335515,6830.04799763258,7378.53201910859,9033.05328716681,8952.67996183808,9812.04211782513,10219.1007392845,11001.0050051941,11789.5263730597,12657.9264581515,10855.3997523731,12304.5262277007,12678.4588115418,14701.7980468449,14262.8606367355,11869.6419999502,10607.2579707812,9361.99649216387,10179.0543549496,9492.00229850766,11346.6309462696,9661.30803517116,9592.19498854245,7639.25290096087,7724.77544819006,6851.54497870749,7739.52144153415,6790.70598630314,6497.56089268291,6273.34543267721,5847.52219751612,5100.04737527061,5647.20308110934,6573.51526575172,4351.19951379901,3587.43657644912,3235.77939048079,2239.88178257904,3436.71619904207,2215.28422212901,5945.15572664365,2775.78502660701
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,"GLP","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"GUM","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",1124.71090934829,986.143589759308,1015.16223111243,684.042928663009,534.640749863109,1448.05244670175,1157.16105498054,1700.91535586484,1472.84661114589,2203.0857355273,1199.75720333902,1772.40667518769,2507.81415857538,2486.0700794299,2219.35466198578,3114.711470064,3132.35732468035,3136.17937466667,3677.77123358151,3044.55967289751,2638.3988203342,3749.31817021453,2907.2730723476,3857.70883440866,3694.63514533078,4807.65771675668,5124.51116524008,3900.83734389662,5680.07573644248,5224.68339422346,6169.89913121503,5929.28332307076,6759.67617077263,7739.95584076719,8522.39648882333,7854.87635696407,8600.72608986205,6850.7044509918,8369.96176043296,8317.9621166388,7916.38801424644,6353.4143861196,8268.66728847818,9155.43554131719,7996.03766217731,8210.00773483501,8085.55883766686,5322.90593189935,6326.7902264638,7444.36135407917,9029.44442547831
324,"GIN","Guinea",168.760329098011,183.550725818101,263.785808595955,250.688185821752,298.347569260913,327.914350433617,332.518484199658,346.236197539803,346.338498611628,388.145211386887,390.197507564735,429.899639022779,376.600684018476,376.906510855247,388.207357241795,398.815844879872,375.158932728914,401.100274930513,470.905480550142,399.531252115033,430.487257458758,460.998954683449,410.305741176848,390.786927893688,353.487518645833,335.048099325751,353.877835410853,327.592668221169,369.645447473949,404.388237990052,464.356330250439,441.508210612752,438.927455405872,493.105261609479,507.732100904333,492.417339646016,406.413880220254,462.826540688933,451.717348594589,416.294436309126,417.896956745939,464.200224048723,432.526110394504,422.652334703867,411.825346332537,405.306007920347,418.640272971318,382.205709995447,363.009425417259,415.974254026475,337.197159443374
624,"GNB","Guinea-Bissau",1904.47672769481,1918.95347269175,1993.89937882489,2077.87257725564,1794.55620437564,1644.89386911253,1542.1458124439,1544.54509918699,1789.22732136577,1753.93307365344,1843.38602051266,1915.81544183795,2139.82455895832,2189.79214823527,2033.34900915288,2114.17710901279,1985.22831096863,2238.65347659278,2021.35544624588,1879.90786397003,2204.84800641468,2003.5605194546,2005.35614445665,1680.21248856021,1623.77591561739,1497.02993491345,1724.94142561539,1817.26872288989,1745.80357812806,1639.28595915618,1651.67883174185,1660.78078950616,1580.82293503517,1572.56129109622,1479.78961549804,1553.50034758505,1459.47935995599,1450.89378380008,1365.52558886813,1397.83878629492,1436.77651021871,1450.32185356278,1291.66622459676,1128.32039964253,546.447297757671,590.145408443051,871.483477442135,1023.44464304827,1119.03493546755,1160.24860223872,1370.33721555914
328,"GUY","Guyana",3629.74008816067,3913.57744442928,4927.74141951192,3173.21191366883,4429.01241841312,3608.01741337946,4848.16139250497,5283.33813925087,5641.26276535084,5572.99788395116,5992.11356939182,8213.18363277402,8107.50148305921,7334.22058561779,5422.23222418532,6001.90111097363,3825.30803116159,7678.86889283664,5507.0283198655,3668.23338171347,6527.31405019634,5770.77789443478,6932.54290030633,6014.95170215009,4745.84291470116,7523.12690583451,5489.58621820079,7606.42558844021,8651.86264541289,7091.30974475332,8652.01449491148,6500.89805691092,5459.4379011497,3875.35208203988,4658.29188133172,4281.73438181815,5309.51747429388,5947.44822822083,6177.38638468474,5035.16074827185,4867.19226036338,7167.22105762073,4750.71012388991,9628.93516826431,4146.02397030234,4585.94486101378,4182.92706294353,9281.57675272107,3767.52642798343,6893.46404206334,3263.55728633258
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",2824.57234520856,2856.15453282952,2965.48735333685,2490.64126181659,2738.82633319348,3010.22885577029,2794.31667804254,3188.70204562906,3607.86488984047,3959.06062161139,4078.09819346187,3781.47498987954,3705.33791786772,2958.67343074117,3008.2908506284,2754.90636636152,2828.33211474419,2151.15163086156,2652.49107201021,3332.16951749984,2926.8703622727,3151.41968865347,3481.0992197716,3743.4712253414,3062.36068264209,2498.15607541756,3263.7123685763,3883.2112777727,3424.23938247139,2149.52679990297,3061.6418626908,3227.76850782207,4252.28270769738,1812.81888360068,8138.0469271095,5483.11650867334,9160.49171856697,9772.28011539136,11700.0695760788,14653.3751116875,12527.7237854173,4633.75631830118,6659.55346396014,8637.08452223567,9073.69298333356,10364.1323456755,9103.93558031459,5693.40730935712,6162.44454980663,3904.93463676304,5806.33417898716
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
